STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4
1469,TCP,Than Cẩm Phả - Vinacomin,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
1470,TCW,Kho Vận Tân Cảng,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1471,TDB,Thủy điện Định Bình,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1472,TDF,Xây dựng Trung Đô,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1473,TDS,Thép Thủ Đức,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1474,TED,Thiết kế GTVT,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1475,TEL,Phát triển Công trình Viễn thông,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1476,TGG,The Golden Group,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1477,TGP,Cáp Trường Phú,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
1478,TH1,XNK Tổng hợp 1,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Phân phối thực phẩm & dược phẩm,Phân phối thực phẩm
1479,THM,Tứ Hải Hà Nam,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1480,THN,Cấp nước Thanh Hóa,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1481,THO,Xây Lắp Tây Hồ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1482,THP,Thủy sản và TMại Thuận Phước,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1483,THU,Môi trường và CTĐT Thanh Hóa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1484,THW,Cấp nước Tân Hòa,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1485,TID,Tổng Công ty Tín Nghĩa,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1486,TIE,Điện tử TIE,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
1487,TIN,Tài chính Cổ phần Tín Việt,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Quản lý tài sản
1488,TIS,Gang thép Thái Nguyên,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1489,TKA,Bao bì Tân Khánh An,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói
1490,TKC,Địa ốc Tân Kỷ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1491,TKD,Tư vấn thiết kế đường bộ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1492,TKG,SX và T.Mại Tùng Khánh,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1493,TL4,XD Thủy lợi 4,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1494,TLI,May Quốc tế Thắng Lợi,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1495,TLL,Dệt may Thắng Lợi,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1496,TLP,Thương mại XNK Thanh Lễ,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt
1497,TLT,Viglacera Thăng long,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1498,TMG,Kim loại màu Thái Nguyên - Vimico,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1499,TMW,Gỗ Tân Mai,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
1500,TNA,XNK Thiên Nam,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1501,TNB,Thép Nhà Bè,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1502,TNM,XNK và XD Công trình,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1503,TNP,Cảng Thị Nại,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1504,TNS,Thép tấm lá Thống Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1505,TNV,Xe đạp Thống Nhất,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân
1506,TNW,Nước sạch Thái Nguyên,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1507,TOP,Phân phối Top One,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp
1508,TOS,Dịch vụ biển Tân Cảng,UPCoM,Dầu khí,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí
1509,TOW,Cấp nước Trà Nóc - Ô Môn,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1510,TPS,Bến bãi vận tải Sài Gòn,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1511,TQN,Thông Quảng Ninh,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ
1512,TQW,Cấp thoát nước Tuyên Quang,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1513,TR1,Vận Tải 1 Traco,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1514,TRS,Vận tải và Dịch vụ Hàng Hải,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy
1515,TRT,CTCP RedstarCera,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1516,TS3,Trường Sơn 532,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1517,TS4,Thủy sản số 4,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1518,TSA,Đầu Tư Và Xây Lắp Trường Sơn,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1519,TSD,Du lịch Trường Sơn Coecco,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1520,TSG,TTTH Đường sắt Sài Gòn,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Đường sắt
1521,TSJ,Hanoi Toserco,UPCoM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch
1522,TST,Dịch vụ KT Viễn Thông,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính
1523,TT6,Tien Thinh Group,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm
1524,TTB,Tập đoàn Tiến Bộ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1525,TTD,Bệnh viện Tim Tâm Đức,UPCoM,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Chăm sóc y tế
1526,TTG,May Thanh Trì,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1527,TTN,Công nghệ và Truyền thông VN,UPCoM,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định
1528,TTS,Cán thép Thái Trung,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1529,TTZ,Xây dựng Tiến Trung,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1530,TUG,Lai dắt và VT cảng Hải Phòng,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng"
1531,TV1,Tư vấn XD Điện 1,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1532,TV6,TM ĐT xây lắp điện Thịnh Vượng,UPCoM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng
1533,TVA,Sứ Viglacera Thanh Trì,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1534,TVG,XD Giao thông Vận tải,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1535,TVH,Tư vấn XD công trình Hàng hải,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1536,TVM,Tư vấn đầu tư Mỏ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1537,TVN,Thép Việt Nam,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1538,TW3,Dược TW3,UPCoM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
1539,UCT,Đô thị Cần Thơ,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1540,UDC,XD&PT Đô thị Bà Rịa - Vũng Tàu,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1541,UDJ,Becamex UDJ,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1542,UDL,Đô thị và Môi trường Đắk Lắk,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1543,UEM,Cơ điện Uông Bí - Vinacomin,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
1544,UMC,Công trình đô thị Nam Định,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1545,UPC,Cây xanh Vũng Tàu,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Tiện ích khác
1546,UPH,Dược phẩm TW25,UPCoM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm
1547,USC,Khảo sát và Xây dựng - USCO,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1548,USD,Công trình Đô thị Sóc Trăng,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1549,UTT,Môi trường Đô thị Thanh Trì,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường
1550,UXC,Chế biến Thủy sản Út Xi,UPCoM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản
1551,V11,VINACONEX No11,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1552,V15,Vinaconex 15,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1553,V45,Xây dựng số 45,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1554,VAB,Ngân hàng Việt Á,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng
1555,VAV,VIWACO,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1556,VBB,VietBank,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng
1557,VBG,Địa chất Việt Bắc - TKV,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng
1558,VBH,Điện tử Bình Hòa,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử
1559,VC5,Xây dựng Số 5,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1560,VCE,Xây lắp Môi trường,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1561,VCP,Xây dựng và Năng lượng VCP,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện
1562,VCR,Vinaconex - ITC,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
1563,VCT,Tư vấn XD Vinaconex,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD
1564,VCW,Đầu tư Nước sạch Sông Đà,UPCoM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước
1565,VCX,Xi măng Yên Bình,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất
1566,VDB,Vận tải và CB Than Đông Bắc,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than
1567,VDG,Vạn Đạt Group,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1568,VDN,Vinatex Đà Nẵng,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc
1569,VDT,Lưới thép Bình Tây,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép
1570,VE2,Xây dựng Điện VNECO 2,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1571,VE9,VNECO 9,UPCoM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng
1572,VEA,Máy động lực và Máy NN,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp
1573,VEC,Điện tử và Tin học VN,UPCoM,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng
1574,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,Dịch vụ truyền thông
1575,VES,MÊ CA VNECO,UPCoM,Tài chính,Bất động sản,Bất động sản,Bất động sản
